Epoch	Training Loss.	Learning Rate:  	
 0.0000e+00	 2.7578e+02	 1.0000e-04	
 1.0000e+00	 2.7468e+02	 1.0000e-04	
 2.0000e+00	 2.7424e+02	 1.0000e-04	
 3.0000e+00	 2.7395e+02	 1.0000e-04	
 4.0000e+00	 2.7376e+02	 1.0000e-04	
 5.0000e+00	 2.7359e+02	 1.0000e-04	
 6.0000e+00	 2.7347e+02	 1.0000e-04	
 7.0000e+00	 2.7335e+02	 1.0000e-04	
 8.0000e+00	 2.7325e+02	 1.0000e-04	
 9.0000e+00	 2.7316e+02	 1.0000e-04	
 1.0000e+01	 2.7307e+02	 1.0000e-04	
 1.1000e+01	 2.7300e+02	 1.0000e-04	
 1.2000e+01	 2.7293e+02	 1.0000e-04	
 1.3000e+01	 2.7285e+02	 1.0000e-04	
 1.4000e+01	 2.7278e+02	 1.0000e-04	
 1.5000e+01	 2.7273e+02	 1.0000e-04	
 1.6000e+01	 2.7267e+02	 1.0000e-04	
 1.7000e+01	 2.7263e+02	 1.0000e-04	
 1.8000e+01	 2.7257e+02	 1.0000e-04	
 1.9000e+01	 2.7251e+02	 1.0000e-04	
 2.0000e+01	 2.7247e+02	 1.0000e-04	
 2.1000e+01	 2.7242e+02	 1.0000e-04	
 2.2000e+01	 2.7237e+02	 1.0000e-04	
 2.3000e+01	 2.7233e+02	 1.0000e-04	
 2.4000e+01	 2.7228e+02	 1.0000e-04	
 2.5000e+01	 2.7223e+02	 1.0000e-04	
 2.6000e+01	 2.7219e+02	 1.0000e-04	
 2.7000e+01	 2.7216e+02	 1.0000e-04	
 2.8000e+01	 2.7212e+02	 1.0000e-04	
 2.9000e+01	 2.7207e+02	 1.0000e-04	
 3.0000e+01	 2.7204e+02	 1.0000e-04	
 3.1000e+01	 2.7199e+02	 1.0000e-04	
 3.2000e+01	 2.7197e+02	 1.0000e-04	
 3.3000e+01	 2.7192e+02	 1.0000e-04	
 3.4000e+01	 2.7188e+02	 1.0000e-04	
 3.5000e+01	 2.7185e+02	 1.0000e-04	
 3.6000e+01	 2.7180e+02	 1.0000e-04	
 3.7000e+01	 2.7177e+02	 1.0000e-04	
 3.8000e+01	 2.7175e+02	 1.0000e-04	
 3.9000e+01	 2.7170e+02	 1.0000e-04	
 4.0000e+01	 2.7167e+02	 1.0000e-04	
 4.1000e+01	 2.7163e+02	 1.0000e-04	
 4.2000e+01	 2.7161e+02	 1.0000e-04	
 4.3000e+01	 2.7158e+02	 1.0000e-04	
 4.4000e+01	 2.7154e+02	 1.0000e-04	
 4.5000e+01	 2.7150e+02	 1.0000e-04	
 4.6000e+01	 2.7146e+02	 1.0000e-04	
 4.7000e+01	 2.7143e+02	 1.0000e-04	
 4.8000e+01	 2.7140e+02	 1.0000e-04	
 4.9000e+01	 2.7137e+02	 1.0000e-04	
